field0,response_id,language,version,summary.word_count,summary.words_per_sentence,summary.sentence_count,summary.six_plus_words,summary.emojis,summary.emoticons,summary.hashtags,summary.urls,summary.capitals,personality.extraversion,personality.active,personality.assertive,personality.cheerful,personality.energetic,personality.friendly,personality.sociable,personality.openness,personality.adventurous,personality.artistic,personality.emotionally_aware,personality.imaginative,personality.intellectual,personality.liberal,personality.conscientiousness,personality.ambitious,personality.cautious,personality.disciplined,personality.dutiful,personality.organized,personality.self_assured,personality.neuroticism,personality.aggressive,personality.anxiety_prone,personality.impulsive,personality.melancholy,personality.self_conscious,personality.stress_prone,personality.agreeableness,personality.cooperative,personality.empathetic,personality.genuine,personality.generous,personality.humble,personality.trusting,social_dynamics.social,social_dynamics.affiliation,social_dynamics.inward_focus,social_dynamics.outward_focus,social_dynamics.authentic,social_dynamics.negations,social_dynamics.clout,drives.affiliation,drives.achievement,drives.risk_seeking,drives.risk_aversion,drives.power,drives.reward,cognition.analytical_thinking,cognition.cognitive_processes,cognition.causation,cognition.certainty,cognition.comparisons,cognition.differentiation,cognition.discrepancies,cognition.insight,cognition.tentative,additional_indicators.focus_past,additional_indicators.focus_present,additional_indicators.focus_future,additional_indicators.self_focus,additional_indicators.external_focus,sallee.sentiment,sallee.goodfeel,sallee.badfeel,sallee.emotionality,sallee.non_emotion,sallee.ambifeel,sallee.admiration,sallee.amusement,sallee.excitement,sallee.gratitude,sallee.joy,sallee.love,sallee.anger,sallee.boredom,sallee.disgust,sallee.fear,sallee.sadness,sallee.calmness,sallee.curiosity,sallee.surprise
A2TYF9WCP31IGZ,e0ff0272-7330-472d-8c6f-9022749c1e11,en,v1.0.0,60,12,5,0.25,0,0,0,0,0.038461538,33.8114051,43.54976846,14.85669309,36.79261861,49.82897055,31.89433502,34.28588733,46.4623822,45.8686786,64.03029252,17.63948072,40.64253559,42.86201317,67.58521793,26.56126381,16.57122744,47.57394195,27.9855933,15.56486742,1.095934851,58.86182658,35.20567185,25.46926993,29.12370692,64.79303975,38.80742446,37.31148207,21.09448124,43.7592373,44.45884742,81.65893701,27.61120838,33.86772526,46.59088266,38.71796185,0.007925821,0.129990347,66.45661983,0.132417446,0.28016564,0.498185398,15.22274793,0.129990347,0.059124959,2.259372672,52.21799222,0.007224312,0.035163448,0.386043956,0.083333333,0,0,0,0,0.083333333,0,0.083333333,0.083333333,0.083333333,0,0.083333333,0,0,0,0,0.3125,0.6875,0.3125,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AFRPK7R9KRVUC,bf7f78c5-c8d8-4a41-8cbf-9a8d31068027,en,v1.0.0,200,13.33333333,15,0.25,0,0,0,0,0.038709677,53.89417406,65.64054135,29.88530145,82.47887214,60.93227306,51.17114715,37.97009878,43.11534292,59.72961733,50.07725637,8.154022463,25.69012515,38.35511315,81.43319481,39.04542115,32.99112765,17.49465377,36.57080102,41.51966239,1.504739653,80.00882731,28.67885909,28.04179911,27.2513705,49.35864237,25.80032833,33.34469957,14.66558889,58.57917314,49.84194861,66.54844235,70.29095649,60.92831563,47.92774248,49.83952112,0.007925821,0.129990347,81.40837872,0.132417446,82.23588119,0.498185398,0.453320522,0.129990347,0.059124959,2.259372672,52.21799222,68.62015766,0.035163448,0.96789011,0.1,0.025,0,0,0.075,0,0,0,0,0.1,0,0.1,0,0.217391304,0.217391304,0,0.217391304,0.782608696,0,0,0,0,0,0.02173913,0.195652174,0,0,0,0,0,0,0,0
A1UDB6NF2GI5KF,0d502262-826d-4f64-b583-224f81a7599d,en,v1.0.0,25,25,1,0.2,0,0,0,0,0,35.61127569,35.53494854,41.59488799,14.57032623,50.2458465,37.33877614,25.76339431,37.18373416,73.46930861,47.08655766,22.43261738,27.91641663,23.70329681,49.7486867,23.00824376,4.540721848,31.62484658,32.82578004,15.56486742,1.095934851,65.09601616,44.30392316,41.55533774,40.05782054,69.71285726,53.08845486,18.37802464,30.1240293,39.39535248,48.8145594,40.44199118,54.87811361,17.19340443,55.21423096,62.22739665,0.007925821,0.129990347,1.017244092,0.132417446,0.28016564,0.498185398,63.64608669,0.129990347,0.059124959,50.02069023,99.97930977,0.007224312,0.035163448,0.01,0,0,0,0,0,0,0,0,0,0.2,0,0,0,-0.6,0,0.6,0.6,0.4,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0,0
A2LK2NPDGPG9BS,d22d74c4-b010-4c97-a77d-9978ade84914,en,v1.0.0,60,4,15,0.5,0,0,0,0,0.04,53.05754786,35.41999649,26.5684679,78.81782358,71.50955693,62.78677948,43.53100849,48.09363625,73.32898231,86.04350454,22.45611411,28.53495552,31.30444459,64.33648059,40.70118333,24.59893844,30.91898819,43.06197124,48.54265767,25.32878463,70.03724272,37.92213614,29.07705984,45.16254762,82.67050405,23.97195792,35.93848907,50.19452712,63.94503774,55.77673522,85.79771901,79.66113036,53.56941794,66.80697252,57.62961841,0.007925821,0.129990347,66.45661983,0.132417446,98.39325885,0.498185398,0.865856154,0.129990347,0.059124959,2.259372672,52.21799222,0.007224312,0.035163448,0.06952381,0.166666667,0,0,0,0.083333333,0,0.083333333,0,0,0.166666667,0,0.083333333,0,0.357142857,0.535714286,0.178571429,0.678571429,0.321428571,0,0.107142857,0,0.035714286,0,0.214285714,0.285714286,0,0,0,0,0.178571429,0,0,0
A2TEMMADR9GNRO,657a32c0-193a-4984-b48e-c0a6df83aad1,en,v1.0.0,10,10,1,0,0,0,0,0,0,62.40015314,35.22726765,41.62353646,99.11546385,60.93227306,84.23903981,56.71686938,35.86860595,45.46247309,66.65911849,22.48513958,40.4547544,11.12638352,64.33874121,36.77893461,24.6020468,15.59520675,21.71604571,35.51007233,1.095934851,98.42118433,30.05425841,29.09675487,22.25213857,69.25690149,24.524025,8.274742866,40.14094874,65.39959704,66.42455828,54.08391929,80.03523093,52.85180426,87.47375406,78.55486145,100,100,1.017244092,0.132417446,0.28016564,0.498185398,100,100,0.059124959,2.259372672,52.21799222,0.007224312,0.035163448,0.019227941,0,0,0,0,0,0,0,0,0,0,0,0,0,0.875,0.875,0,0.875,0.125,0,0,0,0,0,0.25,0.875,0,0,0,0,0,0,0,0
AR7EOI1I0D7Q7,d63120ea-c71d-4cf8-acb0-d378f40645b5,en,v1.0.0,15,3,5,0.333333333,0,0,0,0,0.055555556,55.2631024,35.22726765,41.61072002,66.11310561,60.93227306,75.98845025,56.71686938,42.96017814,45.46247309,86.57020656,22.46164277,40.41950918,22.10033894,64.33874121,36.78046257,24.6020468,15.59520675,21.73149946,35.51007233,1.095934851,98.42118433,30.4310978,29.07913225,21.32354842,67.77754827,24.524025,15.9636174,38.09805041,65.6297854,66.42455828,82.62272702,62.17311676,52.85180426,87.47375406,63.54591649,100,100,1.017244092,0.132417446,0.28016564,0.498185398,100,100,0.059124959,2.259372672,52.21799222,0.007224312,0.035163448,0.188236808,0,0,0,0,0,0,0,0,0,0,0,0,0,0.714285714,0.714285714,0,0.714285714,0.285714286,0,0,0,0,0,0,0.714285714,0,0,0,0,0,0,0,0
A1F1B2NU2TQAJV,ad9fa4d9-923e-4553-9732-40c599b96379,en,v1.0.0,50,5,10,0.2,0,0,0,0,0.040816327,48.4816254,43.48926614,30.76568687,66.09559129,49.82804128,57.25959357,54.16875944,47.01059896,45.46247309,71.51210313,20.6277259,37.66863387,42.21241928,64.33648059,39.27257283,24.59893844,48.74293407,34.01595239,35.51497138,25.9939187,73.44778203,34.55098182,15.22698942,38.8809584,65.2343889,24.54180278,53.55479867,54.20834068,53.40840864,59.76636947,52.4971729,49.23513773,45.25060377,81.79125433,48.810941,74.71605521,100,1.017244092,0.132417446,23.54508853,100,10.69933346,100,0.059124959,2.259372672,52.21799222,0.007224312,0.035163448,0.258894009,0.3,0,0,0.1,0.1,0.1,0,0.1,0,0,0,0,0,0.357142857,0.357142857,0,0.357142857,0.642857143,0,0,0,0,0,0,0.357142857,0,0,0,0,0,0,0,0
A32RAW9ILQYP9S,81801b21-beef-4ddc-9179-c69e7f6a5b9a,en,v1.0.0,15,15,1,0,0,0,0,0,0.083333333,39.21036744,51.88244182,23.44993451,36.79261861,60.93227306,45.67489436,15.65722793,22.62423599,59.72961733,22.23663824,5.832240272,27.94299082,1.125510454,58.49814532,42.09850598,41.50639821,32.21865393,43.93016652,22.23102178,26.0940137,81.7572183,29.8766028,29.10505491,31.32022129,40.73549405,38.80742446,3.388889301,20.15638573,54.60558356,62.14960834,39.80752331,99.65784957,33.86772526,66.95918349,69.37736982,0.007925821,0.129990347,1.017244092,0.132417446,98.39325885,0.498185398,63.64608669,0.129990347,0.059124959,2.259372672,52.21799222,0.007224312,0.035163448,0.01,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A12HWYJ6G58FGV,3e6885f1-b087-4a1b-8308-ddf95c67df10,en,v1.0.0,60,6,10,0.083333333,0,0,0,0,0.075,53.11057922,60.33133852,33.17737797,74.89822342,71.77203547,40.53978243,31.5926465,34.72120202,73.66645472,48.38079668,22.152044,38.33110118,17.19460409,36.91133392,36.08648652,49.36738462,15.59520675,44.15430348,8.931413115,1.095934851,74.9454099,29.87495535,28.87804425,29.98833698,71.77979196,18.92776638,36.28390485,16.31307417,50.21653173,49.80754808,85.5287484,81.59666935,24.92770523,54.08860499,47.02431192,0.007925821,0.129990347,66.45661983,0.132417446,8.095491989,100,0.865856154,0.129990347,0.059124959,52.23868245,2.238682446,0.007224312,100,0.816267696,0,0,0,0,0,0,0,0,0,0.25,0,0.083333333,0,0.210377891,0.323181049,0.112803158,0.435984208,0.564015792,0,0,0,0.323181049,0,0.323181049,0,0,0,0,0,0,0,0,0
A3L3SRE6L8IFHH,8578598d-f27d-4baf-a415-0224444da3ad,en,v1.0.0,90,9,10,0.222222222,0,0,0,0,0.024390244,44.86349663,35.55164228,31.8714519,55.02845428,49.01697087,59.35143773,44.18768628,48.58094012,59.72961733,58.30150138,21.27168882,31.28955759,49.80469584,64.33648059,48.87784434,24.59893844,32.22858858,63.83961214,42.07539311,49.70174509,98.34854713,28.77334512,28.19703717,24.39123606,71.47742255,24.53587686,18.34104521,15.3597463,66.11228762,59.76489984,81.43623378,51.24943756,61.06002494,75.34291514,73.40183235,0.007925821,0.129990347,1.017244092,0.132417446,0.890700086,0.498185398,63.64608669,0.129990347,0.059124959,2.259372672,52.21799222,0.007224312,0.035163448,0.758993056,0.055555556,0.055555556,0,0,0,0,0.055555556,0,0,0.166666667,0,0,0,0.375,0.375,0,0.375,0.625,0,0.208333333,0,0,0.083333333,0,0,0,0,0,0,0,0.083333333,0,0
A20K51AP7RX6V8,da03d370-5210-4c9d-ae07-95386f1a4986,en,v1.0.0,215,14.33333333,15,0.093023256,0,0,0,0,0.030487805,65.69529788,38.68188029,66.02390946,96.84940529,57.64673081,65.65178502,55.93412288,49.93536843,44.51509522,77.78337253,63.79913384,28.25194959,46.02121676,36.87782548,60.04096174,66.28475133,31.91819298,51.82098719,51.91334414,72.82570909,73.08857714,48.51332702,51.85447559,35.86503172,84.81570304,39.21003565,44.76588608,48.98931219,61.18068882,62.80526518,75.57604152,75.75355036,55.06419553,45.69008148,60.73357013,29.94259977,63.05595946,48.43511026,26.55797401,70.25392296,0.498185398,46.23620903,63.05595946,96.37887466,47.72821319,6.749151701,61.70247884,90.79948642,0.370439276,0.11627907,0,0.023255814,0.069767442,0.046511628,0,0.046511628,0,0.023255814,0.11627907,0,0.069767442,0.023255814,0.267973856,0.302832244,0.034858388,0.337690632,0.662309368,0,0.017429194,0,0,0,0.198257081,0.087145969,0.017429194,0,0,0.017429194,0,0,0,0
AH5KMT72HXKVO,aba9b779-4a9c-4577-ac6f-85291fca6ad3,en,v1.0.0,72,6,12,0.333333333,0,0,0,0,0.038461538,60.3520236,75.84346698,23.31401177,88.03912542,60.93227306,66.61090223,78.37662741,43.06367465,59.72961733,47.74637314,22.08017457,59.77116175,29.13589791,64.33798767,52.45566276,49.53618144,32.21865393,36.13445884,54.60430484,26.0940137,89.37950806,32.06129519,28.79925334,40.97651709,54.35067976,24.53113612,24.52220497,38.80559425,70.46326611,59.833309,68.02225421,75.76629625,68.38984608,71.03328147,83.52126396,99.38476037,0.129990347,100,0.132417446,100,0.498185398,15.22274793,0.129990347,0.059124959,2.259372672,52.21799222,0.007224312,0.035163448,0.386043956,0.083333333,0,0,0.083333333,0,0.083333333,0,0,0,0.083333333,0.083333333,0.25,0,0.424836601,0.424836601,0,0.424836601,0.575163399,0,0.424836601,0,0,0.424836601,0.339869281,0,0,0,0,0,0,0,0,0
A1OIRJ1W4N8CW,fe02d6c9-f690-493e-95a6-b295cfe68812,en,v1.0.0,125,8.333333333,15,0.16,0,0,0,0,0.033333333,49.99499146,43.67037484,19.33796682,65.91493581,69.0808213,59.91861778,54.69830743,38.91701538,38.90780478,62.99366211,29.38554152,30.20254209,21.79100703,72.92899338,52.14000676,49.44381793,48.8362859,54.28114494,41.47695866,24.90559164,85.94477504,40.39934764,22.18572648,46.08409896,56.60083727,38.78970612,50.6427224,54.55976341,70.2809455,66.36789299,83.98317979,94.56058656,60.9927446,74.69840438,57.11128224,3.258934364,94.2813029,91.19650734,0.132417446,84.96865155,0.498185398,1.270292628,94.2813029,0.059124959,2.259372672,52.21799222,0.007224312,0.035163448,0.01,0.12,0.04,0,0.08,0.08,0,0,0,0.04,0.12,0.04,0.12,0,0.269517577,0.269517577,0,0.269517577,0.730482423,0,0,0,0,0,0,0.269517577,0,0,0,0,0,0,0,0
AJE9F756P1S6E,551c9ec7-6b4f-4a3d-9374-2d93c0659279,en,v1.0.0,90,18,5,0.388888889,0,0,0,0,0.053191489,66.86141863,37.0493767,77.39552311,98.0150635,59.84923864,66.80373024,31.71886664,46.53538305,73.66645472,74.03347311,22.40497425,39.51437698,38.39759915,37.07560397,65.5977326,74.50624006,15.59520675,70.62235285,57.81482428,64.1579038,86.43192272,28.95980478,53.95168907,18.83013947,71.81698238,10.58955799,11.58116776,11.97023878,59.70052264,63.46527302,68.37517985,20.86839229,67.99268064,37.84171387,79.33650899,0.007925821,0.129990347,1.017244092,0.132417446,0.890700086,0.498185398,63.64608669,0.129990347,98.64709153,52.23868245,2.238682446,99.37034604,100,0.86426156,0.111111111,0.055555556,0.055555556,0,0,0,0,0,0,0.055555556,0,0,0,0.547218629,0.547218629,0,0.547218629,0.452781371,0,0.185316947,0,0.241267788,0.120633894,0.208926261,0.088292367,0,0,0,0,0,0.088292367,0,0
A2KUYYA021Y4KO,4a542ced-5a24-4051-b53f-057d0140e803,en,v1.0.0,24,4,6,0.5,0,0,0,0,0.055555556,51.87021244,51.88105601,51.3627153,52.97622362,71.41191132,34.12217338,30.97909299,39.74137798,73.20343796,12.72645312,7.009375554,17.24113377,50.8731408,64.06973261,35.99169326,36.73125694,15.59520675,43.13959236,15.56486742,1.095934851,87.48607178,26.79893729,31.94138022,31.34158727,55.99199057,13.28146313,18.77178602,30.15232941,42.32028428,52.90309961,26.53924578,40.53710553,35.7496165,49.93264019,63.85219726,0.007925821,0.129990347,1.017244092,0.132417446,0.28016564,0.498185398,63.64608669,0.129990347,0.059124959,2.259372672,52.21799222,100,0.035163448,0.99,0.25,0,0,0.25,0,0.25,0,0,0,0.25,0,0,0,0.195710456,0.195710456,0,0.195710456,0.804289544,0,0,0,0.032618409,0,0,0,0,0,0,0,0,0,0,0
A2RH42TOQUF3LQ,899163d7-aced-4347-bbb3-ff1e52b71fce,en,v1.0.0,185,9.25,20,0.135135135,0,0,0,0,0.089552239,50.82703285,45.62132721,46.70707829,55.32059649,60.85544063,50.76927257,37.95581665,50.86527107,59.93492932,64.54513593,21.89773969,36.85744565,60.70962341,37.86224295,52.49656106,57.86167226,32.01562404,50.06821818,47.67821553,50.67655553,63.42620962,40.11167353,50.07037931,38.63451073,64.00364428,17.35522665,60.31312274,42.01127283,52.2846161,51.52384982,65.52839939,77.44998085,43.3166591,40.83910513,49.74824094,0.590119214,75.03886569,63.52903514,0.132417446,100,91.07079226,8.706818558,75.03886569,98.479048,50.49656542,3.98079947,75.28022186,96.44426085,0.866593084,0.135135135,0.027027027,0,0.054054054,0.027027027,0,0.027027027,0.054054054,0.027027027,0.108108108,0,0.081081081,0,0.207431527,0.306837771,0.099406244,0.406244015,0.593755985,0,0.162037924,0,0.090595671,0,0,0.144799847,0.099406244,0,0,0,0,0,0,0
APRCXHKSYVYZX,b15152e0-ecfd-4c1c-9101-a28f6698df42,en,v1.0.0,30,5,6,0.4,0,0,0,0,0.090909091,46.99170729,43.54976846,23.51982361,66.11310561,60.93227306,51.0847136,41.84158447,44.47070319,59.72961733,67.22146427,22.45749628,40.41328944,30.46036299,64.33874121,36.24876193,24.6020468,15.59520675,21.73422949,28.85207169,25.98074534,90.17262134,27.12866842,29.07602239,22.40884793,55.33907109,24.524025,23.58261012,10.66809512,65.73362383,53.16770724,96.85513892,64.92538237,61.18448973,62.61715836,57.32845496,0.007925821,0.129990347,100,0.132417446,23.54508853,0.498185398,0.06584084,0.129990347,0.059124959,2.259372672,52.21799222,0.007224312,0.035163448,0.932585895,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0.685781618,0.685781618,0,0.685781618,0.314218382,0,0,0,0,0,0,0.685781618,0,0,0,0,0,0,0,0
AXDHA80LYRYSE,8ac72957-e22f-4b3c-96c5-c99621335b53,en,v1.0.0,150,10,15,0.333333333,0,0,0,0,0.035211268,40.96268054,36.23579531,21.63555539,48.66711788,52.47472152,56.52901086,38.92622522,53.03812459,47.19137765,75.0185809,22.36627403,51.09427895,52.0791673,64.26414093,33.47590227,24.49947142,28.40416837,23.28601047,40.64528758,1.095934851,65.59051972,34.10362358,19.5032306,30.03730316,60.31464877,35.19834217,53.6017111,21.93865968,51.73685878,46.14547832,83.96287058,29.73390636,45.56668007,68.68422354,41.12808124,1.485608121,87.8976681,44.51713871,0.132417446,8.095491989,97.50633414,4.045402718,87.8976681,0.059124959,2.259372672,52.21799222,0.007224312,0.035163448,0.782983193,0.1,0,0,0,0.066666667,0,0,0.033333333,0,0.066666667,0,0.066666667,0,0.235294118,0.37254902,0.137254902,0.509803922,0.490196078,0,0.274509804,0,0,0,0,0.098039216,0,0,0,0,0,0,0,0
A3V0ZDC7WJX4G6,4593f0dd-ab62-4398-be3a-bf687f1a9bfe,en,v1.0.0,165,6.6,25,0.242424242,0,0,0,0,0.034482759,45.54810479,46.07111189,32.00328495,62.26539612,45.73261914,55.22539322,37.05736149,48.10817965,60.32025675,73.48501428,38.79246772,37.36969155,42.61098783,37.68679624,57.61571227,61.476582,48.62307523,70.10723072,51.34198904,59.85205295,56.04163821,47.00606682,54.07529953,45.16028786,78.90639955,27.19444208,63.56239423,42.87545887,58.67476424,44.36885295,83.61466644,30.19873295,65.47718424,58.18798422,50.73993685,0.007925821,0.129990347,37.76933815,0.132417446,58.57152581,95.24855763,0.263641413,0.129990347,0.059124959,51.53107672,2.946288173,0.007224312,98.55542745,0.956403659,0.151515152,0.03030303,0.03030303,0,0.090909091,0,0,0.03030303,0,0.121212121,0,0.060606061,0,0.485294118,0.544117647,0.058823529,0.558823529,0.441176471,0,0.323529412,0,0.044117647,0.029411765,0,0.147058824,0.058823529,0,0,0.058823529,0,0.014705882,0,0
A324WQKVD3TLLQ,25595e6d-39c9-4a67-99ed-2e98f81307cd,en,v1.0.0,175,35,5,0.142857143,0,0,0,0,0.014084507,59.66725507,46.65000227,49.85434155,84.46194264,62.46213476,69.44975913,36.64426733,50.3908156,41.92686585,50.91809285,36.61449625,51.17369077,57.36296744,50.99518781,67.54970483,83.12792662,44.05410511,60.89177227,67.01066413,25.50600091,82.3289731,38.58233787,37.48342403,37.85168047,51.23444794,38.93626323,42.5047289,24.03947949,71.61828087,63.91481971,70.22191762,88.29847442,70.8860109,70.63352458,67.86628754,0.711988472,78.82962814,33.75583125,0.132417446,45.41747285,0.498185398,42.62731517,78.82962814,0.059124959,51.0345113,3.442853596,79.49624647,97.54195071,0.982010054,0.085714286,0.028571429,0,0.085714286,0,0,0.057142857,0,0,0.142857143,0.028571429,0.057142857,0,0.255813953,0.279069767,0.023255814,0.348837209,0.651162791,0.046511628,0.139534884,0,0,0.069767442,0.023255814,0.162790698,0,0,0,0.023255814,0,0,0,0
A1NP222Y17P9N3,a4064362-040b-40ec-8719-60d59573618c,en,v1.0.0,50,8.333333333,6,0.5,0,0,0,0,0.039215686,47.51418267,68.47363652,25.20469365,58.70137706,71.91316704,30.6227054,28.75826984,41.36464158,59.72961733,76.92819403,22.44782114,34.63180014,21.12324171,58.49212661,32.53175361,16.56295172,32.08658641,48.9134678,28.88712063,25.9939187,58.49515256,41.27389363,29.13513609,42.74580926,75.81574466,38.83231085,33.35706398,48.75335416,42.20869001,43.48383664,60.05855648,64.6914963,17.26261971,56.90201594,55.13987045,0.007925821,0.129990347,81.40837872,0.132417446,23.54508853,100,0.06584084,0.129990347,0.059124959,2.259372672,52.21799222,0.007224312,0.035163448,0.019227941,0.2,0.1,0,0.1,0,0.1,0,0,0,0.1,0,0.1,0,-0.038271937,0.301604374,0.339876311,0.641480685,0.358519315,0,0.167159631,0,0,0,0.301604374,0,0,0,0,0,0,0,0,0
A3PWCOTLFTGNJD,bb552186-f122-49c6-9aec-dc3493df9fc5,en,v1.0.0,40,2,20,0.5,0,0,0,0,0,56.69714776,46.61969487,41.61147393,66.11125727,72.00857479,67.65732066,44.21583087,41.0702521,59.72961733,70.2560163,22.46302493,43.75900843,24.76120796,46.04655037,58.44802743,49.59325594,32.25782572,63.02131498,62.04830189,26.09192836,98.42118433,28.24504235,29.08016888,22.597824,69.78116604,24.524025,16.61476401,13.71714806,71.13578667,66.4321559,82.62389685,60.27288587,69.36423354,74.88079962,73.6196596,0.007925821,0.129990347,1.017244092,0.132417446,1.452036383,0.498185398,63.64608669,0.129990347,0.059124959,52.23868245,2.238682446,0.007224312,100,0.726857143,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0.725123694,0.725123694,0,0.725123694,0.274876306,0,0.589884552,0,0,0.50522265,0,0.260032985,0,0,0,0,0,0,0,0
A3MWSMK06UU6BZ,c90530f6-5cba-4881-a637-b18cd95c5a14,en,v1.0.0,45,9,5,0.111111111,0,0,0,0,0.027027027,51.73699933,43.12539944,33.44863896,66.08268678,60.93227306,59.24969611,53.9547436,53.07891826,45.46247309,70.06420506,38.81181792,57.95649258,44.01123435,72.95187081,43.68424659,49.53307308,32.21865393,28.26884836,35.50896333,1.095934851,82.85591322,41.19349159,29.08640022,50.21835968,58.04451172,38.5965249,29.91190991,62.71022171,63.77574377,60.66723968,90.56536802,69.06509346,53.11840171,69.83468389,54.48587716,85.43038315,100,87.3438672,0.132417446,0.28016564,0.498185398,63.64608669,100,0.059124959,2.259372672,52.21799222,0.007224312,0.035163448,0.463650794,0.333333333,0,0,0,0,0.222222222,0.111111111,0,0,0.111111111,0.111111111,0.111111111,0,0.328178694,0.328178694,0,0.59908362,0.40091638,0.270904926,0,0,0,0,0,0.328178694,0,0,0,0,0,0,0,0
AD1RIYOFGGS37,cbe5c244-d204-4e93-b14f-2e42b77f1661,en,v1.0.0,75,15,5,0.2,0,0,0,0,0.016129032,53.59850714,35.26724004,36.1398623,66.10941682,60.93227306,75.95914754,54.3385215,45.69529589,31.23041856,47.55271461,53.35507151,51.08183963,41.21818743,57.39244582,46.91884769,24.60101068,15.59520675,32.24123439,66.67654894,21.23287098,98.41841889,26.81575862,29.00346012,5.543616848,57.17157551,24.52639537,16.95953512,29.83864466,74.98452372,71.77152025,93.69482567,54.87811361,74.3273604,88.08056422,64.42559521,100,99.66497403,1.017244092,99.90896301,0.28016564,0.498185398,100,99.66497403,0.059124959,2.259372672,52.21799222,0.007224312,0.035163448,0.932585895,0,0,0,0,0,0,0,0,0.133333333,0.066666667,0,0,0.133333333,0.5,0.5,0,0.5,0.5,0,0,0,0,0.166666667,0,0.333333333,0,0,0,0,0,0,0,0
A2EHOO31B1KDP4,bf3043f8-f93e-431d-90b2-b46ca47f7f96,en,v1.0.0,24,24,1,0.25,0,0,0,0,0.0625,47.21511199,43.54976846,23.52283924,66.11310561,60.93227306,51.0847136,44.05497117,43.07163701,59.72961733,45.01653161,22.46302493,40.42158242,36.79798545,64.33874121,36.2486096,24.6020468,15.59520675,21.73058959,28.85207169,25.98284461,90.17262134,26.27679523,29.08016888,22.40884793,55.34380993,24.524025,15.89880027,10.70214987,61.29021779,53.16770724,68.34979161,60.60163606,61.18448973,50.42877949,71.60779338,0.007925821,0.129990347,100,0.132417446,65.3025815,0.498185398,0,0.129990347,0.059124959,2.259372672,52.21799222,0.007224312,0.035163448,0.932585895,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.727272727,0.727272727,0,0.727272727,0.272727273,0,0,0,0,0,0,0.727272727,0,0,0,0,0,0,0,0
A2Q7PO5LDVGUOW,79d59f53-f8f2-4d45-92c6-7736b166858b,en,v1.0.0,20,20,1,0,0,0.25,0,0,0.857142857,61.1424554,35.22726765,41.61976692,99.11824751,60.93227306,84.23904288,44.21683664,40.84416813,45.46247309,66.6418142,22.47822875,52.94341117,21.12551045,64.33874121,36.77938363,24.6020468,15.59520675,21.7205871,35.51007233,1.095934851,98.42118433,26.26706897,29.09157174,13.16197738,54.9664389,24.524025,15.9636174,20.14176269,66.94709228,66.42455828,82.63675719,80.03523093,52.85180426,87.47375406,57.13325352,99.99168584,100,1.017244092,0.132417446,0.28016564,0.498185398,100,100,0.059124959,2.259372672,52.21799222,0.007224312,0.035163448,0.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0.844115355,0.844115355,0,0.844115355,0.155884645,0,0,0,0,0,0.311769291,0.532346064,0,0,0,0,0,0,0,0
A71OPGFA90NJL,c7b01620-9a9a-45c6-ac77-246aebce0db5,en,v1.0.0,144,12,12,0.208333333,0,0,0,0,0.032258065,46.84806295,43.11826598,24.95456252,51.1896035,50.78288769,70.4445637,62.93418997,37.05564563,37.56455959,60.20816232,38.83380105,30.38084267,24.65430955,45.68321225,47.65537846,49.59221982,47.48190376,43.39719962,48.81631998,1.095934851,71.1762866,44.63516786,17.66107455,39.63183695,76.92626715,48.153946,63.03532001,49.65852109,55.86575353,49.73437466,79.18793697,55.71962011,47.25514621,63.49502858,51.32804931,92.68479008,100,92.87392239,0.132417446,8.095491989,0.498185398,34.01164918,100,0.059124959,52.23868245,2.238682446,0.007224312,100,0.503333333,0.083333333,0,0,0,0.041666667,0,0,0.041666667,0.041666667,0.166666667,0,0.125,0,0.392857143,0.517857143,0.125,0.696428571,0.303571429,0.053571429,0.142857143,0,0,0,0,0.375,0,0,0.125,0,0,0,0,0
ANGNK1ON6FFV6,ebe5069a-bd3d-4b5b-a0bd-1cefd87a7d2f,en,v1.0.0,5,5,1,1,0,0,0,0,0.166666667,46.26118403,43.54976846,32.53936541,55.04043539,60.93227306,51.02877393,31.71886664,35.8076879,59.72961733,22.84031826,22.49619693,27.97234282,30.57813542,64.33874121,36.34091219,24.6020468,15.59520675,32.81901824,28.77702885,1.095934851,98.42118433,27.28743362,29.10504788,22.50059565,69.65681178,24.524025,11.08058014,10.70214784,65.1734988,59.76655763,54.09323759,60.03685293,61.09068619,87.37640419,78.685737,0.007925821,0.129990347,1.017244092,0.132417446,0.28016564,0.498185398,63.64608669,0.129990347,0.059124959,2.259372672,52.21799222,0.007224312,0.035163448,0.932585895,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
